QueryId,DocumentId
201,clueweb12-0201wb-39-00302
201,clueweb12-0200tw-35-00524
201,clueweb12-0400tw-98-00739
201,clueweb12-0200tw-06-00300
201,clueweb12-0100tw-00-01017
201,clueweb12-0300tw-33-00381
201,clueweb12-0101wb-29-01752
201,clueweb12-0101wb-03-00164
201,clueweb12-0401wb-23-00393
201,clueweb12-0300wb-26-00024
201,clueweb12-0300tw-31-01385
201,clueweb12-0300wb-15-00620
201,clueweb12-0200wb-58-00387
201,clueweb12-0200wb-58-00386
201,clueweb12-0200wb-66-01097
201,clueweb12-0200wb-66-01096
201,clueweb12-0300wb-39-02155
201,clueweb12-0300wb-13-00834
201,clueweb12-0000wb-38-01823
201,clueweb12-0100wb-23-01091
201,clueweb12-0400wb-55-00858
201,clueweb12-0200wb-74-01952
201,clueweb12-0200wb-74-01951
201,clueweb12-0201wb-04-01044
201,clueweb12-0200wb-86-02183
201,clueweb12-0201wb-13-00225
201,clueweb12-0001wb-73-02478
201,clueweb12-0001wb-76-01694
201,clueweb12-0201wb-38-01539
201,clueweb12-0201wb-46-01484
201,clueweb12-0300wb-95-01606
201,clueweb12-0200wb-19-00922
201,clueweb12-0200wb-19-00923
202,clueweb12-0200tw-74-01284
202,clueweb12-0301tw-11-01294
202,clueweb12-0100tw-05-00479
202,clueweb12-0000wb-64-00351
202,clueweb12-0100wb-55-00940
202,clueweb12-0000wb-67-01952
202,clueweb12-0300wb-91-01243
202,clueweb12-0300wb-72-02429
202,clueweb12-0100wb-62-00440
202,clueweb12-0300wb-61-00847
202,clueweb12-0300wb-83-00375
202,clueweb12-0300wb-99-01489
202,clueweb12-0401wb-16-02252
202,clueweb12-0300tw-12-01015
202,clueweb12-0200wb-84-01984
202,clueweb12-0000wb-17-01700
202,clueweb12-0400wb-25-01675
202,clueweb12-0200wb-66-02405
202,clueweb12-0100wb-03-01593
202,clueweb12-0000wb-48-00363
202,clueweb12-0000wb-57-00409
202,clueweb12-0000wb-57-00411
202,clueweb12-0000wb-73-01190
202,clueweb12-0001wb-52-01624
202,clueweb12-0001wb-52-01625
202,clueweb12-0400wb-64-01099
202,clueweb12-0300wb-91-01242
202,clueweb12-0001wb-40-01351
202,clueweb12-0101wb-53-00530
202,clueweb12-0401wb-21-01446
202,clueweb12-0001wb-95-01424
202,clueweb12-0101wb-64-01453
202,clueweb12-0000wb-06-00031
202,clueweb12-0000wb-10-01915
202,clueweb12-0400wb-40-00204
202,clueweb12-0100wb-70-00120
202,clueweb12-0300wb-48-00881
202,clueweb12-0300wb-06-02407
202,clueweb12-0100wb-33-00822
202,clueweb12-0000wb-83-01496
202,clueweb12-0000wb-57-00410
202,clueweb12-0400wb-10-01950
202,clueweb12-0000wb-37-02544
202,clueweb12-0100wb-23-01480
202,clueweb12-0300wb-69-01412
202,clueweb12-0001wb-40-01352
202,clueweb12-0400wb-89-01499
202,clueweb12-0001wb-67-00106
202,clueweb12-0001wb-52-01626
202,clueweb12-0101wb-48-00671
202,clueweb12-0000wb-14-02788
202,clueweb12-0100wb-05-01545
202,clueweb12-0100wb-13-01660
202,clueweb12-0300wb-21-02416
202,clueweb12-0000wb-83-01497
202,clueweb12-0400wb-10-00939
202,clueweb12-0200wb-42-01055
202,clueweb12-0300wb-31-01903
202,clueweb12-0001wb-32-01878
202,clueweb12-0100wb-87-00911
202,clueweb12-0101wb-03-02220
202,clueweb12-0001wb-83-00380
202,clueweb12-0101wb-41-00291
202,clueweb12-0101wb-55-01032
202,clueweb12-0100tw-45-01454
202,clueweb12-0400wb-02-00640
202,clueweb12-0200wb-17-02408
202,clueweb12-0200wb-63-00385
202,clueweb12-0200wb-60-01166
202,clueweb12-0400wb-95-01005
202,clueweb12-0000wb-16-01496
202,clueweb12-0400wb-31-01726
202,clueweb12-0200wb-40-00607
202,clueweb12-0100wb-14-00061
202,clueweb12-0000wb-59-01864
202,clueweb12-0000wb-19-00098
202,clueweb12-0000wb-19-00099
202,clueweb12-0200wb-48-01230
202,clueweb12-0101wb-03-00260
202,clueweb12-0001wb-63-01726
202,clueweb12-0400tw-44-01705
202,clueweb12-0000wb-15-02002
202,clueweb12-0300wb-49-00104
202,clueweb12-0300wb-31-01211
202,clueweb12-0400wb-55-00134
202,clueweb12-0000wb-30-00221
202,clueweb12-0000wb-97-01119
202,clueweb12-0001wb-26-00234
202,clueweb12-0101wb-13-00870
202,clueweb12-0000wb-18-00766
202,clueweb12-0400wb-12-02136
202,clueweb12-0000wb-35-01643
202,clueweb12-0400wb-07-00863
202,clueweb12-0000wb-44-01518
202,clueweb12-0001wb-10-00558
202,clueweb12-0200wb-46-00974
202,clueweb12-0100wb-60-00533
202,clueweb12-0000wb-86-01705
202,clueweb12-0300wb-40-00801
202,clueweb12-0400wb-55-00133
203,clueweb12-0100wb-33-01508
203,clueweb12-0000wb-63-00648
203,clueweb12-0201wb-22-01988
203,clueweb12-0201wb-40-00057
203,clueweb12-0200tw-81-00834
203,clueweb12-0201wb-31-01258
203,clueweb12-0201wb-40-00056
203,clueweb12-0201wb-47-01943
203,clueweb12-0401wb-12-01619
203,clueweb12-0400wb-84-00835
203,clueweb12-0001wb-17-00048
203,clueweb12-0100tw-44-01452
203,clueweb12-0000wb-65-00507
203,clueweb12-0200wb-15-02338
203,clueweb12-0200wb-93-01179
203,clueweb12-0201wb-41-01555
203,clueweb12-0001wb-83-00062
203,clueweb12-0001wb-78-01440
203,clueweb12-0100tw-75-01100
203,clueweb12-0400wb-59-00822
203,clueweb12-0001wb-97-01137
203,clueweb12-0400wb-18-01544
203,clueweb12-0300wb-17-02479
203,clueweb12-0100wb-45-01823
203,clueweb12-0200wb-63-01206
203,clueweb12-0200tw-01-00704
203,clueweb12-0400wb-56-00575
203,clueweb12-0100wb-65-00327
203,clueweb12-0400wb-19-00437
203,clueweb12-0200wb-77-00855
203,clueweb12-0000wb-69-00047
203,clueweb12-0300tw-50-00058
203,clueweb12-0400wb-48-01453
203,clueweb12-0100tw-71-01044
203,clueweb12-0301tw-26-00003
203,clueweb12-0400tw-24-00875
203,clueweb12-0300wb-33-00944
203,clueweb12-0400tw-87-01116
203,clueweb12-0200wb-00-01692
203,clueweb12-0200wb-00-01500
203,clueweb12-0001wb-68-00861
203,clueweb12-0401wb-23-01637
203,clueweb12-0000wb-69-00112
203,clueweb12-0101wb-58-00180
203,clueweb12-0101wb-32-00861
203,clueweb12-0300tw-35-01618
203,clueweb12-0001wb-19-00603
203,clueweb12-0400wb-59-00875
203,clueweb12-0000wb-18-01423
203,clueweb12-0100wb-15-01855
203,clueweb12-0200wb-78-01083
203,clueweb12-0200tw-91-00358
203,clueweb12-0100wb-27-00762
203,clueweb12-0200wb-36-00409
203,clueweb12-0300wb-11-01148
203,clueweb12-0200wb-07-00177
203,clueweb12-0001wb-43-02336
203,clueweb12-0200wb-70-00369
203,clueweb12-0200tw-09-00913
203,clueweb12-0300tw-16-00711
203,clueweb12-0300tw-51-00517
203,clueweb12-0300tw-43-00961
203,clueweb12-0400tw-91-00265
203,clueweb12-0400tw-58-00317
203,clueweb12-0200tw-82-00645
203,clueweb12-0301tw-03-01131
203,clueweb12-0400tw-41-00038
203,clueweb12-0201wb-08-02330
203,clueweb12-0100wb-88-01808
203,clueweb12-0300wb-57-00187
203,clueweb12-0201wb-31-02000
203,clueweb12-0000wb-34-02186
203,clueweb12-0300tw-12-00587
203,clueweb12-0100tw-28-00642
203,clueweb12-0200tw-24-00348
203,clueweb12-0000wb-38-00850
203,clueweb12-0100wb-77-01496
203,clueweb12-0101wb-16-01033
203,clueweb12-0400tw-48-00957
203,clueweb12-0200wb-38-00644
203,clueweb12-0000wb-85-01273
203,clueweb12-0101wb-02-02400
203,clueweb12-0101wb-00-00846
203,clueweb12-0000tw-40-00495
203,clueweb12-0300tw-14-01087
203,clueweb12-0300tw-38-01349
203,clueweb12-0000wb-05-01787
203,clueweb12-0300tw-27-00145
203,clueweb12-0200tw-02-01567
203,clueweb12-0000tw-26-01555
203,clueweb12-0000tw-26-01559
203,clueweb12-0400tw-46-00397
203,clueweb12-0300tw-41-01259
203,clueweb12-0000wb-15-01334
203,clueweb12-0300tw-16-00516
203,clueweb12-0100wb-46-01254
203,clueweb12-0200wb-49-00144
203,clueweb12-0200wb-23-02389
203,clueweb12-0200wb-31-02297
203,clueweb12-0001wb-03-02014
204,clueweb12-0200wb-52-00433
204,clueweb12-0200wb-61-00165
204,clueweb12-0000wb-18-00183
204,clueweb12-0200tw-06-01073
204,clueweb12-0301tw-04-00099
204,clueweb12-0200tw-05-01381
204,clueweb12-0200tw-54-01381
204,clueweb12-0001wb-01-02054
204,clueweb12-0100wb-17-01652
204,clueweb12-0300wb-98-01434
204,clueweb12-0301tw-05-01521
204,clueweb12-0001wb-79-02134
204,clueweb12-0201wb-35-01319
204,clueweb12-0201wb-26-02023
204,clueweb12-0000wb-13-02647
204,clueweb12-0401wb-12-02039
204,clueweb12-0000wb-01-01482
204,clueweb12-0400tw-66-00950
204,clueweb12-0401wb-00-01115
204,clueweb12-0201wb-01-00759
204,clueweb12-0001wb-20-01077
204,clueweb12-0201wb-18-00729
204,clueweb12-0201wb-42-00088
204,clueweb12-0000wb-42-00008
204,clueweb12-0201wb-47-00965
204,clueweb12-0400tw-70-00180
204,clueweb12-0001wb-24-02155
204,clueweb12-0000wb-29-01103
204,clueweb12-0001wb-59-02752
204,clueweb12-0200wb-20-01941
204,clueweb12-0200wb-41-02201
204,clueweb12-0200wb-68-00119
204,clueweb12-0201wb-14-01639
204,clueweb12-0200wb-83-01477
204,clueweb12-0400tw-04-00195
204,clueweb12-0200wb-06-01054
204,clueweb12-0200wb-51-01439
204,clueweb12-0400tw-78-00425
204,clueweb12-0200wb-61-01275
204,clueweb12-0200wb-97-01381
204,clueweb12-0200wb-76-01093
204,clueweb12-0300wb-34-02084
204,clueweb12-0300wb-93-01264
204,clueweb12-0300tw-20-00335
204,clueweb12-0200wb-82-01837
204,clueweb12-0200wb-83-00713
204,clueweb12-0201wb-08-01616
204,clueweb12-0200wb-91-01748
204,clueweb12-0201wb-06-00100
204,clueweb12-0200wb-86-00514
204,clueweb12-0100tw-82-01129
204,clueweb12-0101wb-09-01645
204,clueweb12-0101wb-21-00164
204,clueweb12-0400tw-66-00922
204,clueweb12-0000wb-03-00545
204,clueweb12-0200wb-69-00601
204,clueweb12-0200wb-34-00095
204,clueweb12-0200wb-76-00032
204,clueweb12-0201wb-39-01440
204,clueweb12-0201wb-43-00352
204,clueweb12-0001wb-86-00286
204,clueweb12-0300tw-51-00181
204,clueweb12-0300tw-46-01259
204,clueweb12-0200wb-66-01014
204,clueweb12-0000wb-65-00931
204,clueweb12-0100wb-08-00455
204,clueweb12-0400wb-22-00629
204,clueweb12-0400wb-52-00151
204,clueweb12-0400wb-34-01462
204,clueweb12-0300wb-69-02399
204,clueweb12-0400wb-67-01473
204,clueweb12-0200tw-78-01062
204,clueweb12-0200wb-24-00285
204,clueweb12-0200wb-64-01892
204,clueweb12-0200wb-18-00208
204,clueweb12-0200wb-65-00306
204,clueweb12-0400wb-52-00152
204,clueweb12-0400wb-83-00537
204,clueweb12-0201wb-34-01035
204,clueweb12-0101wb-44-02048
204,clueweb12-0300tw-01-00765
204,clueweb12-0200wb-46-01927
204,clueweb12-0200wb-46-01928
204,clueweb12-0200wb-54-02175
204,clueweb12-0101wb-14-01582
204,clueweb12-0101wb-07-01028
204,clueweb12-0000wb-70-01917
204,clueweb12-0300wb-66-02117
204,clueweb12-0101wb-43-02185
204,clueweb12-0300wb-07-00092
204,clueweb12-0300wb-23-02094
204,clueweb12-0000wb-75-02441
204,clueweb12-0200wb-44-00810
204,clueweb12-0000wb-89-02153
204,clueweb12-0200wb-62-00585
204,clueweb12-0300wb-80-00238
204,clueweb12-0300wb-88-01206
204,clueweb12-0200wb-89-00560
204,clueweb12-0001wb-30-02613
204,clueweb12-0300wb-71-01434
205,clueweb12-0000wb-15-02682
205,clueweb12-0100wb-44-00007
205,clueweb12-0201wb-09-01385
205,clueweb12-0300wb-56-00820
205,clueweb12-0400tw-61-00616
205,clueweb12-0200wb-01-02023
205,clueweb12-0400tw-59-00905
205,clueweb12-0200wb-10-02062
205,clueweb12-0201wb-16-02463
205,clueweb12-0200tw-69-01075
205,clueweb12-0100wb-24-00972
205,clueweb12-0200wb-38-01993
205,clueweb12-0200wb-37-01510
205,clueweb12-0200wb-87-00627
205,clueweb12-0200wb-37-01511
205,clueweb12-0101wb-14-02030
205,clueweb12-0000wb-96-00358
205,clueweb12-0001wb-24-01538
205,clueweb12-0000wb-82-00628
205,clueweb12-0000wb-28-01238
205,clueweb12-0200wb-91-00908
205,clueweb12-0001wb-90-02310
205,clueweb12-0100wb-08-01829
205,clueweb12-0200wb-49-02161
205,clueweb12-0100tw-05-00388
205,clueweb12-0200tw-26-00173
205,clueweb12-0000tw-33-00042
205,clueweb12-0000tw-36-00279
205,clueweb12-0000wb-21-01319
205,clueweb12-0400wb-02-02208
205,clueweb12-0200wb-64-00218
205,clueweb12-0201wb-02-01059
205,clueweb12-0300wb-78-00054
205,clueweb12-0201wb-39-01692
205,clueweb12-0101wb-51-00509
205,clueweb12-0101wb-60-01584
205,clueweb12-0201wb-50-00984
205,clueweb12-0300tw-83-01499
205,clueweb12-0200wb-41-00081
205,clueweb12-0001wb-24-00661
205,clueweb12-0200wb-96-01211
205,clueweb12-0001wb-38-02073
205,clueweb12-0001wb-38-02072
205,clueweb12-0200wb-87-00280
205,clueweb12-0001wb-50-02084
205,clueweb12-0401wb-03-01231
205,clueweb12-0001wb-73-00611
205,clueweb12-0201wb-47-01583
205,clueweb12-0001wb-93-02043
205,clueweb12-0001wb-93-02044
205,clueweb12-0000wb-02-01466
205,clueweb12-0000wb-12-02102
205,clueweb12-0000wb-47-00558
205,clueweb12-0100wb-12-02354
205,clueweb12-0100wb-04-01852
205,clueweb12-0100wb-60-00486
205,clueweb12-0100wb-57-01267
205,clueweb12-0200wb-55-00431
205,clueweb12-0101wb-27-01590
205,clueweb12-0101wb-11-00905
205,clueweb12-0300wb-87-00147
205,clueweb12-0401wb-17-01800
205,clueweb12-0401wb-17-01801
205,clueweb12-0101wb-61-01381
205,clueweb12-0200tw-24-00857
205,clueweb12-0200wb-64-00888
205,clueweb12-0300wb-39-01823
205,clueweb12-0101wb-15-02222
205,clueweb12-0100wb-71-01436
205,clueweb12-0300wb-57-00658
205,clueweb12-0200wb-99-01747
205,clueweb12-0200wb-06-00945
205,clueweb12-0000wb-42-02122
205,clueweb12-0001wb-08-01224
205,clueweb12-0200wb-70-01495
205,clueweb12-0001wb-50-02083
205,clueweb12-0001wb-65-00334
205,clueweb12-0000wb-04-00248
205,clueweb12-0000wb-43-00379
205,clueweb12-0001wb-94-00286
205,clueweb12-0000wb-04-00250
205,clueweb12-0000wb-04-00249
205,clueweb12-0100tw-56-01116
205,clueweb12-0000wb-96-00357
205,clueweb12-0001wb-39-00451
205,clueweb12-0001wb-65-01255
205,clueweb12-0000wb-24-00987
205,clueweb12-0000wb-32-02171
205,clueweb12-0101wb-20-01570
205,clueweb12-0100tw-41-00951
205,clueweb12-0100tw-33-00163
205,clueweb12-0000wb-11-02148
205,clueweb12-0000wb-81-02267
205,clueweb12-0300wb-56-02146
205,clueweb12-0001wb-65-00335
205,clueweb12-0001wb-24-00662
205,clueweb12-0201wb-31-00805
205,clueweb12-0001wb-81-00739
205,clueweb12-0001wb-81-00626
205,clueweb12-0001wb-81-00738
206,clueweb12-0100wb-46-01678
206,clueweb12-0001wb-78-02462
206,clueweb12-0100wb-49-01161
206,clueweb12-0101wb-51-01451
206,clueweb12-0200tw-81-00477
206,clueweb12-0400wb-97-01766
206,clueweb12-0300wb-16-01303
206,clueweb12-0100tw-53-00681
206,clueweb12-0300tw-79-00871
206,clueweb12-0100wb-28-01739
206,clueweb12-0100wb-41-02021
206,clueweb12-0401tw-13-01339
206,clueweb12-0200tw-43-00861
206,clueweb12-0000tw-14-01346
206,clueweb12-0300tw-48-01286
206,clueweb12-0100tw-77-00346
206,clueweb12-0100wb-60-00923
206,clueweb12-0200wb-14-01746
206,clueweb12-0201wb-44-00788
206,clueweb12-0300tw-91-00994
206,clueweb12-0001wb-73-01751
206,clueweb12-0400tw-25-01486
206,clueweb12-0301tw-41-01398
206,clueweb12-0200tw-11-00460
206,clueweb12-0300tw-82-00675
206,clueweb12-0200wb-25-00555
206,clueweb12-0000wb-91-01361
206,clueweb12-0400wb-77-00705
206,clueweb12-0200wb-91-01048
206,clueweb12-0101wb-18-00871
206,clueweb12-0400tw-50-00679
206,clueweb12-0000wb-11-01710
206,clueweb12-0300tw-89-01541
206,clueweb12-0400tw-88-00051
206,clueweb12-0200wb-62-01124
206,clueweb12-0401wb-26-02379
206,clueweb12-0200tw-61-00811
206,clueweb12-0300tw-80-00235
206,clueweb12-0200wb-90-01030
206,clueweb12-0300wb-89-00705
206,clueweb12-0101wb-21-01736
206,clueweb12-0401tw-07-00826
206,clueweb12-0101wb-23-01675
206,clueweb12-0101wb-23-01676
206,clueweb12-0100wb-38-00797
206,clueweb12-0300wb-29-01345
206,clueweb12-0100wb-24-00708
206,clueweb12-0400wb-68-02075
206,clueweb12-0401tw-00-00892
206,clueweb12-0101wb-32-02096
206,clueweb12-0101wb-32-02097
206,clueweb12-0100tw-53-00680
206,clueweb12-0201wb-16-02301
206,clueweb12-0201wb-08-00863
206,clueweb12-0100wb-92-00733
206,clueweb12-0101wb-08-02241
206,clueweb12-0100wb-75-00448
206,clueweb12-0200wb-99-02200
206,clueweb12-0200tw-29-00528
206,clueweb12-0000tw-34-00664
206,clueweb12-0400tw-24-00311
206,clueweb12-0400tw-39-01570
206,clueweb12-0300wb-19-02279
206,clueweb12-0300wb-14-00978
206,clueweb12-0300wb-51-00405
206,clueweb12-0400tw-01-01326
206,clueweb12-0300tw-69-00285
206,clueweb12-0200tw-84-00368
206,clueweb12-0300tw-87-01059
206,clueweb12-0200wb-73-00940
206,clueweb12-0300wb-40-01855
206,clueweb12-0001wb-53-03119
206,clueweb12-0101wb-21-01737
206,clueweb12-0201wb-31-01105
206,clueweb12-0001wb-79-00287
206,clueweb12-0201wb-40-01555
206,clueweb12-0001wb-94-00444
206,clueweb12-0200tw-36-00063
206,clueweb12-0300tw-40-01305
206,clueweb12-0000tw-18-00315
206,clueweb12-0200tw-29-00903
206,clueweb12-0400tw-28-00035
206,clueweb12-0300wb-79-01052
206,clueweb12-0300wb-97-00140
206,clueweb12-0001wb-49-00564
206,clueweb12-0001wb-65-01479
206,clueweb12-0301tw-37-00732
206,clueweb12-0200wb-17-00875
206,clueweb12-0300tw-96-01320
206,clueweb12-0000wb-30-02662
206,clueweb12-0300tw-24-01058
206,clueweb12-0000wb-13-02081
206,clueweb12-0000wb-13-02082
206,clueweb12-0300wb-09-01365
206,clueweb12-0000wb-41-02186
206,clueweb12-0100wb-99-01538
206,clueweb12-0001wb-74-00330
206,clueweb12-0400tw-78-01329
206,clueweb12-0200wb-26-01706
206,clueweb12-0000tw-33-00253
207,clueweb12-0301tw-32-00487
207,clueweb12-0200tw-35-00704
207,clueweb12-0200tw-33-00681
207,clueweb12-0100tw-12-01244
207,clueweb12-0100wb-54-00822
207,clueweb12-0200wb-70-00422
207,clueweb12-0100wb-25-02070
207,clueweb12-0100tw-18-01207
207,clueweb12-0101wb-08-02085
207,clueweb12-0001wb-91-01567
207,clueweb12-0100wb-90-00017
207,clueweb12-0200wb-28-01673
207,clueweb12-0000wb-00-02591
207,clueweb12-0300tw-46-00064
207,clueweb12-0200wb-27-01816
207,clueweb12-0300tw-85-01056
207,clueweb12-0300wb-64-01716
207,clueweb12-0001wb-70-00992
207,clueweb12-0100wb-32-01742
207,clueweb12-0200wb-60-01721
207,clueweb12-0100wb-93-01682
207,clueweb12-0101wb-21-02418
207,clueweb12-0100wb-61-01361
207,clueweb12-0000wb-58-01838
207,clueweb12-0000wb-74-00778
207,clueweb12-0300tw-80-01702
207,clueweb12-0400wb-18-00448
207,clueweb12-0100wb-12-02023
207,clueweb12-0001wb-92-02028
207,clueweb12-0400tw-25-00754
207,clueweb12-0100wb-11-01047
207,clueweb12-0100tw-18-00494
207,clueweb12-0100tw-09-01497
207,clueweb12-0300wb-37-02396
207,clueweb12-0100wb-46-02304
207,clueweb12-0001wb-04-01558
207,clueweb12-0001wb-15-00080
207,clueweb12-0200tw-74-00628
207,clueweb12-0200tw-77-00667
207,clueweb12-0300wb-80-01690
207,clueweb12-0300wb-64-00682
207,clueweb12-0001wb-27-02195
207,clueweb12-0200wb-77-00123
207,clueweb12-0301tw-30-00150
207,clueweb12-0401wb-08-01985
207,clueweb12-0001wb-88-00307
207,clueweb12-0000wb-00-02868
207,clueweb12-0000tw-30-00537
207,clueweb12-0300tw-02-00862
207,clueweb12-0100wb-25-02069
207,clueweb12-0200tw-69-00172
207,clueweb12-0000wb-58-02104
207,clueweb12-0300tw-78-01062
207,clueweb12-0001wb-27-01496
207,clueweb12-0000wb-90-01940
207,clueweb12-0000wb-90-02481
207,clueweb12-0200wb-62-01688
207,clueweb12-0001wb-59-02586
207,clueweb12-0001wb-65-01985
207,clueweb12-0001wb-70-00832
207,clueweb12-0301tw-50-00881
207,clueweb12-0400tw-21-00773
207,clueweb12-0100wb-56-01805
207,clueweb12-0001wb-15-00006
207,clueweb12-0100wb-69-00955
207,clueweb12-0300tw-86-00480
207,clueweb12-0200tw-67-00857
207,clueweb12-0400tw-82-00051
207,clueweb12-0200wb-59-01199
207,clueweb12-0100wb-81-00318
207,clueweb12-0000wb-02-00554
207,clueweb12-0100wb-36-01365
207,clueweb12-0000wb-91-01953
207,clueweb12-0200wb-67-01383
207,clueweb12-0000wb-21-00955
207,clueweb12-0000wb-21-00946
207,clueweb12-0000wb-66-02386
207,clueweb12-0000wb-65-01849
207,clueweb12-0100wb-26-01671
207,clueweb12-0200wb-11-00208
207,clueweb12-0300wb-97-01156
207,clueweb12-0200wb-71-00696
207,clueweb12-0001wb-84-00904
207,clueweb12-0001wb-91-02525
207,clueweb12-0201wb-42-00068
207,clueweb12-0001wb-94-00412
207,clueweb12-0101wb-61-01646
207,clueweb12-0300tw-23-00034
207,clueweb12-0200wb-20-01886
207,clueweb12-0200wb-20-02129
207,clueweb12-0000wb-32-01625
207,clueweb12-0000wb-32-01574
207,clueweb12-0200wb-10-00744
207,clueweb12-0200wb-01-01227
207,clueweb12-0200wb-23-01223
207,clueweb12-0300wb-20-01877
207,clueweb12-0000wb-76-02402
207,clueweb12-0100wb-19-00003
207,clueweb12-0000wb-47-00245
207,clueweb12-0200wb-33-02301
208,clueweb12-0101wb-11-01939
208,clueweb12-0101wb-62-00174
208,clueweb12-0000wb-67-00855
208,clueweb12-0400wb-95-01395
208,clueweb12-0000wb-53-01213
208,clueweb12-0100wb-41-01812
208,clueweb12-0100wb-61-00106
208,clueweb12-0300tw-32-00597
208,clueweb12-0100wb-93-00983
208,clueweb12-0001wb-27-01534
208,clueweb12-0100wb-86-01452
208,clueweb12-0400wb-46-01491
208,clueweb12-0300wb-34-00081
208,clueweb12-0300wb-64-01047
208,clueweb12-0400wb-82-01265
208,clueweb12-0201wb-24-01897
208,clueweb12-0100wb-12-01979
208,clueweb12-0300tw-21-01229
208,clueweb12-0000wb-78-00183
208,clueweb12-0400tw-53-00401
208,clueweb12-0000wb-66-00101
208,clueweb12-0000wb-58-02157
208,clueweb12-0300tw-86-01411
208,clueweb12-0300wb-28-02157
208,clueweb12-0400wb-46-01492
208,clueweb12-0300wb-39-01010
208,clueweb12-0201wb-33-01529
208,clueweb12-0001wb-73-01272
208,clueweb12-0001wb-78-01959
208,clueweb12-0001wb-97-02485
208,clueweb12-0100tw-40-01571
208,clueweb12-0300wb-86-01439
208,clueweb12-0301tw-06-01610
208,clueweb12-0401wb-11-00792
208,clueweb12-0100tw-37-00910
208,clueweb12-0200wb-52-01862
208,clueweb12-0300wb-66-00569
208,clueweb12-0300wb-35-02389
208,clueweb12-0200wb-08-01477
208,clueweb12-0300wb-92-01902
208,clueweb12-0200wb-72-00250
208,clueweb12-0201wb-01-01054
208,clueweb12-0401wb-11-00960
208,clueweb12-0201wb-38-01273
208,clueweb12-0000wb-11-00950
208,clueweb12-0100wb-25-01255
208,clueweb12-0400wb-07-00167
208,clueweb12-0400wb-14-00244
208,clueweb12-0000wb-36-00808
208,clueweb12-0100tw-75-00550
208,clueweb12-0200wb-16-01785
208,clueweb12-0200wb-49-00030
208,clueweb12-0200wb-65-00900
208,clueweb12-0300wb-73-00193
208,clueweb12-0300wb-69-01650
208,clueweb12-0300wb-30-01437
208,clueweb12-0001wb-01-00992
208,clueweb12-0200wb-62-01113
208,clueweb12-0101wb-02-00573
208,clueweb12-0400wb-95-00572
208,clueweb12-0201wb-03-00771
208,clueweb12-0201wb-20-00596
208,clueweb12-0001wb-65-00221
208,clueweb12-0000wb-04-00704
208,clueweb12-0200wb-36-00875
208,clueweb12-0200wb-36-00874
208,clueweb12-0300wb-27-00492
208,clueweb12-0300wb-29-00515
208,clueweb12-0200wb-42-02033
208,clueweb12-0400tw-90-00623
208,clueweb12-0000wb-47-02453
208,clueweb12-0300wb-03-02357
208,clueweb12-0300wb-06-00113
208,clueweb12-0000wb-29-01807
208,clueweb12-0201wb-02-01341
208,clueweb12-0200wb-88-02093
